id,text
1067252081545764864,@nissuikoushiki 食いたい🦀
1067251987094241280,RT @nissuikoushiki: 【こだわりの冬の味覚　ずわいがにプレゼントキャンペーン】ニッスイ公式ショップで人気のボイルずわいがにが抽選で30名様に当たる！応募はフォロー＆ＲＴするだけ。キャンペーンの詳細はこちら↓
1067021244501909504,@oreteki_douga JINさん復活かな？
1062029210313609216,"@oreteki_douga JINさ〜ん(T . T)
わたくし最近調子よく稼がせて頂いますm(_ _)m"
1046062715977043971,"RT @purediamondinfo: ＼ダイヤモンドプレゼント企画／

Follow＆Retweet＆LINE＠登録で抽選で最大100名様に
『総額5億円相当のダイヤモンド』をプレゼント

【参加方法】
①@purediamondinfoフォロー
②このツイートをRT
③L…"
1043378435576422401,@every_yosou スロットの動画配信お願いします💴
1026806556636012544,@keibakinma 128.850からSエントリしてます(^◇^;)
1026715394340356096,"@keibakinma ありがとうございます！
助かります🙇🏼"
1026703201574170626,@keibakinma カニさんの商品を買った人は自分が欲しくて買ったのだから謝罪など必要ないと思いますけど(´･_･`)
1025346113308520448,@kyotei_everyday ドーン🎆 https://t.co/dB3jeOJWgf
