id,screen_name,name,date_created,botornot_rt,bot
567288594,JaybeeCaxton,JAYBEE  CAXTON,2018-12-19 20:16:41.653731
867620807547248640,NTUlKLkf4bb1ksI,محمد,2018-12-19 20:16:41.653817
750239394339155968,TheDecentBuoy,The Decent Boy,2018-12-19 20:16:41.653857
1075038704694161412,AahilKh26653934,Aahil Khan,2018-12-19 20:16:41.653896
1070664742543355905,KomodoVacation,Flores Komodo Vacation Tour & Travel,2018-12-19 20:16:41.653930
60307412,VALdsg0557,Dave Gifford,2018-12-19 20:16:41.653967
311084631,kofoadeb,Dickaprio,2018-12-19 20:16:41.653994
1075586339201011714,LancinetKouro20,Lancinet Kourouma,2018-12-19 20:16:41.654018
1075589794225242112,ginochu3,ginochu,2018-12-19 20:16:41.654046
1075235681033748481,cake_kaylee,kaylee_cake,2018-12-19 20:16:41.654072
1075590173197549570,takeem04069403,takeem,2018-12-19 20:16:41.654097
1075186382031675393,Fjfh441,Fjfh44,2018-12-19 20:16:41.654123
1045777781504790528,laanatitarin,laanatitarin,2018-12-19 20:16:41.654146
1053799511141695489,Charlie_davis55,Charlie,2018-12-19 20:16:41.654171
419508587,ace3bbs,ace3bbs,2018-12-19 20:16:41.654317
1075590319784116224,zorro8299,zorro8299,2018-12-19 20:16:41.654344
1300973557,Mirnayaja1,Mirna olivia bolivar,2018-12-19 20:16:41.654372
486267579,BradenEvans1,Braden Evans,2018-12-19 20:16:41.654400
71840202,kd2cu1,Karrie,2018-12-19 20:16:41.654428
335119964,OwenTheSquirel,Owen Banaitis,2018-12-19 20:16:41.654454
1075590064267243520,DonnaRe76416014,Donna Reed,2018-12-19 20:16:41.654480
1054227755410341889,Husna29095811,Husna,2018-12-19 20:16:41.654568
840122304759652352,femimavro,Ojetoye Oluwafemi Isaac,2018-12-19 20:16:41.654600
1075589105226936320,z1091738168,王小二,2018-12-19 20:16:41.654632
720458598,MatthieuSoumet,Matthieu Soumet,2018-12-19 20:16:41.654662
1075588727257260034,Selvaga86273556,Selvaganapathi,2018-12-19 20:16:41.654724
1066785041810944001,Daniil49612024,Daniil,2018-12-19 20:16:41.654759
1075587268885315584,ethanjiao,Ethanjiao,2018-12-19 20:16:41.654789
1075587517380931585,ZEDMAN90705097,ZED MAN,2018-12-19 20:16:41.654816
1075575249524146177,C1ark7,Clarky,2018-12-19 20:16:41.654952
706463901895036929,kr_nischal,Nischal Tyagi,2018-12-19 20:16:41.654982
1074804888704565248,JeanTrystan,Trystan St-jean,2018-12-19 20:16:41.655045
1075589582807359490,MiguelM58323016,Miguel M,2018-12-19 20:16:41.655081
1071499277476749312,Harryzuck1,Harryzuck,2018-12-19 20:16:41.655109
1075589950194810880,Altaf65114107,Altaf,2018-12-19 20:16:41.655163
1075589774654758912,Shannon91708907,Shannon,2018-12-19 20:16:41.655196
1075589531246587905,sekanurik,SekaNurik,2018-12-19 20:16:41.655225
1075562581933342721,ConStan95867915,Con Stan Ce,2018-12-19 20:16:41.655252
1040968383884414976,etat_de,État de Droit,2018-12-19 20:16:41.655308
3711900915,sdrprice,Susan,2018-12-19 20:16:41.655351
1002319345643646981,KingfishBlue1,KingfishBlue,2018-12-19 20:16:41.655375
710234983068278787,ashtonlholt,Ashton Holt,2018-12-19 20:16:41.655390
1032368008788946946,JenicaArnold,Jenica arnold,2018-12-19 20:16:41.655453
918189476291252224,Condor1133,Condor,2018-12-19 20:16:41.655483
1074532704413085697,Dng35995975,Dương,2018-12-19 20:16:41.655502
1075588600966799360,VathRatha,Vath Ratha,2018-12-19 20:16:41.655532
3063160038,bonfire386,Bonfire Beach,2018-12-19 20:16:41.655562
612378657,Ignatio64,Dr. Ignatius Abu,2018-12-19 20:16:41.655591
1074502607673077760,Arajean65477535,Ara_Jean,2018-12-19 20:16:41.655618
1075583476387045376,VontreyD,D'vontrey,2018-12-19 20:16:41.655645
1075589581733543936,TrinityBooher2,Trinity Booher,2018-12-19 20:16:41.655674
3589162753,sotxhabsfan,brian c,2018-12-19 20:16:41.655705
895002414415138816,ChristineDuFo13,Christine DuFour,2018-12-19 20:16:41.655731
1075589468982145024,qianglanbo,Qianglanbo,2018-12-19 20:16:41.655755
2365817558,BelpedioDouglas,Douglas Belpedio,2018-12-19 20:16:41.655784
1074692155346731008,unionsssn,Union For Spiritual States & Stellar Nations UsSsn,2018-12-19 20:16:41.655814
564388190,bbpatience,baibing,2018-12-19 20:16:41.655840
1073324553412272128,StephanieManns5,Stephanie Manns,2018-12-19 20:16:41.655863
1075295510934650881,Tseringwangdue4,Tsering wangdue,2018-12-19 20:16:41.655894
828606312976052224,hgyu7_rpn3y,❁るきあ🐻,2018-12-19 20:16:41.655925
1075590018624671744,Sunny95490989,Sunny,2018-12-19 20:16:41.655948
1075589543162609664,alexsun2200,alexsun2200,2018-12-19 20:16:41.655972
2806565152,Godsprophecynow,Bible Prophecy,2018-12-19 20:16:41.656001
2321318451,lucas_zr7,lucas,2018-12-19 20:16:41.656034
1075589613736128512,anniewhittle4,anniewhittle,2018-12-19 20:16:41.656054
220588055,noinoipk,のみすけ,2018-12-19 20:16:41.656082
1294535702,ambrose_dan,dan ambrose,2018-12-19 20:16:41.656113
1074994257629458432,MrTjiane,Mr Tjiane,2018-12-19 20:16:41.656139
1075588993184452609,arvin62943188,arvin,2018-12-19 20:16:41.656157
2286383168,ZMAXmachine,ZMAX MACHINERY CO LT,2018-12-19 20:16:41.656186
976099238755975168,jack_0429,jack,2018-12-19 20:16:41.656216
3743309535,CuchcatlaJames,HeHasOats,2018-12-19 20:16:41.656247
994431874528407552,Bobby00255590,Bobby,2018-12-19 20:16:41.656275
