id,screen_name,name,date_created,botornot_rt,bot
777671642273222657,GommelLauren,Lauren Gommel,2018-12-17 19:50:52.658928
1074858158605119488,DerekMoya2,Derek Moya,2018-12-17 19:50:52.658977
1074858659279040513,Targue3,Targue,2018-12-17 19:50:52.658995
1074858576542191617,oLcxGajZd5oSL3e,张维葑,2018-12-17 19:50:52.659042
1048125930781077504,Kalyan31870823,Kalyan,2018-12-17 19:50:52.659079
1074857870536126464,christy70439831,christy,2018-12-17 19:50:52.659096
1074857580118372352,parrott_sylvia,Sylvia Parrott,2018-12-17 19:50:52.659111
1074858217950318592,Sallh12224267,Sallh,2018-12-17 19:50:52.659126
1073750833165066240,JaniceFreitas18,Janice Freitas,2018-12-17 19:50:52.659140
1074858652391985152,CaoKNhn1,Cao Kỳ Nhân,2018-12-17 19:50:52.659158
1074858284899844096,AlanMur58508540,Alan Murphy,2018-12-17 19:50:52.659211
940380337833758720,amanda52torres,Amanda Torres,2018-12-17 19:50:52.659260
1060528008921075712,dyber9999,Dy ber,2018-12-17 19:50:52.659278
1905379376,cruzmissileman,CruzMissile,2018-12-17 19:50:52.659293
1074857827729137664,woman_tennessee,Old Woman In Tennessee,2018-12-17 19:50:52.659307
1074858621912145920,danieladamkerr,Danieladamkerr,2018-12-17 19:50:52.659322
1074858992264826881,XiaolingTian,Tian Xiaoling,2018-12-17 19:50:52.659336
430422350,BamaLaxBro17,Alexander Cottone,2018-12-17 19:50:52.659353
1074858015436619777,linkongzi,刘娜,2018-12-17 19:50:52.659367
1071769041168203776,DrierBrandon,Brandon Drier,2018-12-17 19:50:52.659414
59016543,ClearViewFarms,David Carlson,2018-12-17 19:50:52.659441
2412639943,Bob39087137,Bob,2018-12-17 19:50:52.659461
4316521453,P_RayII,Paul Ray,2018-12-17 19:50:52.659488
1074856580548583434,Kristen26264551,Kristen Stevenson,2018-12-17 19:50:52.659504
1066513854866341889,CarlosG86996105,Fora Abad,2018-12-17 19:50:52.659546
1074859005825019904,ziyouren1978,ziyouren1978@hotmail.com,2018-12-17 19:50:52.659567
1074850212357787648,JOJOVIANA17,JOJO,2018-12-17 19:50:52.659613
1074858572218073089,JRRodri49855651,JR Rodriguez,2018-12-17 19:50:52.659653
1074857094816456705,tahinibikini,tahinibikini,2018-12-17 19:50:52.659674
1025855626671345664,FXutK5hKOkZ7jfV,woshinidie,2018-12-17 19:50:52.659694
3018397615,DakuiLiu1997,推荐个发型吧,2018-12-17 19:50:52.659790
