id,text
1074859282653503491,@TigoParaguay Seguro va a ser leeentooo
1074851588727103490,@RoqueHayashi Nuestros autos tendrían que ser así Cuando freno in colectivo siempre nosotros somos los que tenemos que frenar
1071186951074693120,@PepiTorres17 Cuantos centros al compañero?
1071186107478536193,@Danymacica @Futgol970AM Y ni así aprendió a tirar centros
1071184935002796033,@vidiste @Danymacica @CCP1912oficial @flacozp @FernandoJubero Peor que las vueltas que da rodrigo Rojas no va a ser
1067441895566163968,@CCP1912oficial A RR gracias por los primeros 3 años el siguiente vos tendrías que dar las gracias por el aguante de la inchada A los dirigentes dejen de comprar espejitos El conejo????? Y limpien la casa de los que no andan Rojitas Y Ruiz por sus sueldos algo mucho mejor traes a 2Caceres denle https://t.co/Brp9JlwdNv
1061356367041232896,Jajajaja muy bueno https://t.co/QyFXtBrzA0
1058116151534931974,RT @desimasi2: Asi están ahora mismo los pasillos de urgencia del @IPSParaguay 90 pacientes trasladados a otras salas de la institución y/o…
1057993222033756160,RT @Herken011_93: Te amo twitter 🤣🤣🤣🤣🤣👏👏👏 https://t.co/JYoLqgl94o
1057812301112328192,@TelemetricoF1 Hamilton ok pero Verstappen es demasiado apresurado así dijeron con Montoya y se fue a EEUU si título alguno
