id,text
1074850032162025472,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/Rs40f0KCPL
1074849795049570306,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/oI4bApOfgs
1074849502366818305,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/L795aU6UnR
1074849083360083968,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/JwidF7Y8B8
1074848491300544513,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/czQVYy0ETY
1074847466116116480,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/7x8SVe0Kj8
1074847151543341056,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/quZvivZoBU
1074846901017559051,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/PAtwYViRmj
1074846376167583745,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/JrsLgpFIWb
1074845761890701313,我剛從5★機率10000%的分享轉蛋中，獲得了這名Child！來瞧瞧Child的 Live2D動畫吧！https://t.co/gtoeiyFgkV #DestinyChildShareGacha https://t.co/vvS6klCF5y
