id,screen_name,name,date_created,botornot_rt,bot
777671642273222657,GommelLauren,Lauren Gommel,2018-12-17 19:50:52.658928,0.7064204238004218,0
1074858217950318592,Sallh12224267,Sallh,2018-12-17 19:50:52.659126,0.9875875115922786,1
1073750833165066240,JaniceFreitas18,Janice Freitas,2018-12-17 19:50:52.659140,0.9317271668990034,1
940380337833758720,amanda52torres,Amanda Torres,2018-12-17 19:50:52.659260,0.9448325758058531,1
1060528008921075712,dyber9999,Dy ber,2018-12-17 19:50:52.659278,0.8383531326036774,0
1905379376,cruzmissileman,CruzMissile,2018-12-17 19:50:52.659293,0.03546593341354506,0
430422350,BamaLaxBro17,Alexander Cottone,2018-12-17 19:50:52.659353,0.027677698437753848,0
59016543,ClearViewFarms,David Carlson,2018-12-17 19:50:52.659441,0.16847316644464133,0
2412639943,Bob39087137,Bob,2018-12-17 19:50:52.659461,0.9632891569033074,1
1066513854866341889,CarlosG86996105,Fora Abad,2018-12-17 19:50:52.659546,0.9298669453061029,1
1074850212357787648,JOJOVIANA17,JOJO,2018-12-17 19:50:52.659613,0.9794591788597505,1
1025855626671345664,FXutK5hKOkZ7jfV,woshinidie,2018-12-17 19:50:52.659694,0.8383531326036774,0
3018397615,DakuiLiu1997,推荐个发型吧,2018-12-17 19:50:52.659790,0.9875875115922786,1
1045091270652252163,BrandyBourgeo11,Brandy Bourgeois,2018-12-17 19:50:52.659913,0.8005982245473489,0
1074506352267907072,DeeAnnKnapp1,Dee Ann Knapp,2018-12-17 19:50:52.660020,0.8005982245473489,0
2356104860,tanchan818,たん,2018-12-17 19:50:52.660098,0.20742796687543463,0
883767999454478336,funnyscopes,IIFunnyscopesII,2018-12-17 19:50:52.660282,0.6698271269837389,0
509798627,Abhinavchaubey1,Abhinav chaubey,2018-12-17 19:50:52.660316,0.8383531326036774,0
1063356220394876928,TBello18,T Bello,2018-12-17 19:50:52.660353,0.9736247158244454,1
1073047991622164480,MikeBrownBrown2,Mike Brown (Brownie),2018-12-17 19:50:52.660384,0.9112229533096339,1
1058932038760361986,AbhiSin87635735,Abhishek singh,2018-12-17 19:50:52.660420,0.9298669453061029,1
3320300736,natedog__77,Nate,2018-12-17 19:50:52.660483,0.6698271269837389,0
1060471390388842496,Bombom_pierce,Bombom 🐍,2018-12-17 19:50:52.660657,0.44245148142042123,0
99842463,Reefie001,Shareef Sherrod,2018-12-17 19:50:52.660695,0.12588928944948308,0
1074858142238818304,z3TUVMpRLqJompu,张家豪,2018-12-17 19:50:52.660800,0.9875875115922786,1
42565928,NelsonPMAAInc,Nelson,2018-12-17 19:50:52.660922,0.44245148142042123,0
1070517899289341957,Frankramirez84,Francisco Ramírez,2018-12-17 19:50:52.660977,0.8701191997119831,0
1074858068213522432,James76515114,James,2018-12-17 19:50:52.661037,0.9875875115922786,1
1074858384430637056,MacClintonLuis1,Mac Clinton Luis,2018-12-17 19:50:52.661078,0.5905129273413294,0
1174817934,Gasperira,BURAK KARAKUŞ,2018-12-17 19:50:52.661121,0.3412193545017134,0
1074792812879724544,TheManTheGift1,TheManTheGift,2018-12-17 19:50:52.661143,0.9448325758058531,1
1018501812146434048,mrs81827516,mrs,2018-12-17 19:50:52.661282,0.7866262980972412,0
1074835929758662656,jhasty11,jhasty,2018-12-17 19:50:52.661316,0.826453203646374,0
1074853945212895232,Cassie55952146,Cassie,2018-12-17 19:50:52.661344,0.9352316115657808,1
