id,screen_name,name,date_created,botornot_rt,bot
885076216184803328,ValGamble5,Val Gamble,2018-12-17 12:29:34.404666,0.9178878139616656,0
1073914793499611137,AdamantBlazeRoy,Michael Roytenberg,2018-12-17 12:29:34.404891,0.28621206238390096,0
917095392814227456,Mooshymie_,D'ontSplat,2018-12-17 12:29:34.404955,0.7405291005715704,0
1074748073107120128,s4s7VRdoR1dGpKV,ส่งต่อบัตรขอคนรับราคาได้,2018-12-17 12:29:34.405084,0.9178878139616656,0
3226775802,FenWang2,Fen Wang,2018-12-17 12:29:34.405118,0.8794616900661685,0
949011816620814336,karna0133,Karna0133@gmail.com,2018-12-17 12:29:34.405214,0.9736247158244454,1
1074429851225022464,Christi95074947,Christine Grace,2018-12-17 12:29:34.405311,0.9448325758058531,0
1074305130323795969,changparagamac,Changparagamac,2018-12-17 12:29:34.405375,0.9298669453061029,0
994175239,abilateefah,ABIOLA ADAMSON,2018-12-17 12:29:34.405407,0.7064204238004218,0
1284323935,CaitlynAllen3,cait,2018-12-17 12:29:34.405439,0.05333128056896264,0
1074017477561061383,montazer_zoohur,علی,2018-12-17 12:29:34.405478,0.7238002465135849,0
1074747433333219328,procarbufi,procarbufi,2018-12-17 12:29:34.405512,0.43492803442932104,0
755607724780556288,Br0no__Rgb,MحmD RجB ~,2018-12-17 12:29:34.405669,0.5061919589474342,0
887169972396597249,MigsM116,Miguel Martinez,2018-12-17 12:29:34.405765,0.9040736566800007,0
343198249,KtakaMadtiger,高山 幸三,2018-12-17 12:29:34.405903,0.7866262980972412,0
1074747739077050370,EmmaGraceSmile2,Emma Grace Smiley,2018-12-17 12:29:34.405930,0.8882184952163719,0
993812911758884864,Jamaika3451,kogoya wone eke pegaok,2018-12-17 12:29:34.405959,0.8794616900661685,0
1002605178112086017,RobinWaal1,RobinWaal,2018-12-17 12:29:34.405987,0.5487020083865324,0
885898768872333315,sshulkin_03,Alexander Shulkin,2018-12-17 12:29:34.406080,0.8701191997119831,0
144321971,SuSaadi,Su Saadi,2018-12-17 12:29:34.406135,0.14589765727494236,0
4875219821,c2a84af55683419,Nader Magdy,2018-12-17 12:29:34.406188,0.4848645828256039,0
1061849568558661632,kinleyy2002,mckinley,2018-12-17 12:29:34.406221,0.10827700665723966,0
1016354783542689792,hellohakjo,hellohakjo,2018-12-17 12:29:34.406249,0.9632891569033074,1
3008283989,rw0073,rw1973,2018-12-17 12:29:34.406271,0.826453203646374,0
310678825,CoryZeidman,Cory Zeidman,2018-12-17 12:29:34.406286,0.10030935716061677,0
4185005181,djack_targus,Djack TarGus,2018-12-17 12:29:34.406300,0.7719542327261165,0
2647475682,AmadiCeejay,Amadi Chijioke,2018-12-17 12:29:34.406453,0.46359219069702307,0
949762877962928128,ksrikanth_rao,Srikanth Kommuri,2018-12-17 12:29:34.406516,0.7866262980972412,0
973423200,elinalevaniemi,Elina Leväniemi,2018-12-17 12:29:34.406738,0.9713426487044083,1
1073039733809471488,SchvindMario,Mario Schvind,2018-12-17 12:29:34.406776,0.7866262980972412,0
1073278514881851392,Andrs15358496,Andràs,2018-12-17 12:29:34.406813,0.9352316115657808,0
897919861,gogmamago47,cecelia williams,2018-12-17 12:29:34.406840,0.9178878139616656,0
828747417231179776,loveskaleb,Kathy Freeland,2018-12-17 12:29:34.406975,0.9298669453061029,0
1060626046817579008,ErfourthMark,Mark Erfourth,2018-12-17 12:29:34.407040,0.8601677371481485,0
1002597345253609473,C42901246,C,2018-12-17 12:29:34.407109,0.44245148142042123,0
1047553333567864833,UtSalar,Salar_ut,2018-12-17 12:29:34.407145,0.6310548366819692,0
1074737769065238528,AllyLee00396427,Ally Lee,2018-12-17 12:29:34.407179,0.5905129273413294,0
1074747446339792897,11236Momo,momo_11236@gmail.com,2018-12-17 12:29:34.407207,0.9448325758058531,0
882591555348987904,_CarlosHCL_,NexusGaming,2018-12-17 12:29:34.407244,0.32230602190830704,0
877673265459810305,official_kall,sahhhboiikal,2018-12-17 12:29:34.407276,0.06263387811083082,0
1074746402398445568,Steven34855155,Steven,2018-12-17 12:29:34.407306,0.9298669453061029,0
1401053132,akfilson,Amy,2018-12-17 12:29:34.407377,0.9240939964164224,0
575835366,Gregoryst_r,Gregory St. romain,2018-12-17 12:29:34.407404,0.6884177623265628,0
997448359647555585,ThomLeeHenley,TLHenley,2018-12-17 12:29:34.407441,0.6506901031179089,0
1074428545701740544,DoubleJ66934845,DoubleJay,2018-12-17 12:29:34.407542,0.9402123048447205,0
859846128799449092,KitIsGr8,kit kittherin,2018-12-17 12:29:34.407747,0.09286695366967546,0
1074746610981134338,JFootmasage,Jonesbbq&footmasage,2018-12-17 12:29:34.407778,0.9840241809031413,1
1074747002418806785,ciprian_joshua,JoshuaCiprian,2018-12-17 12:29:34.407794,0.9853116521210984,1
1290168462,Shrlyjr,Shirley Moujouros,2018-12-17 12:29:34.407886,0.9112229533096339,0
3220791684,frun69,Fun run,2018-12-17 12:29:34.407920,0.6109757209767682,0
1074747097595822080,vqun95147487,vũ quân,2018-12-17 12:29:34.407992,0.9840241809031413,1
1046761736878149634,M4x1B0rraj0,Maxi,2018-12-17 12:29:34.408032,0.20742796687543463,0
2787855042,Amr1234510,amr ,2018-12-17 12:29:34.408071,0.10827700665723966,0
762412505557823488,Rocksummit0454,Rocksummit,2018-12-17 12:29:34.408155,0.6884177623265628,0
1074702996628537344,21BRC1,21BRC,2018-12-17 12:29:34.408612,0.6506901031179089,0
784068820201648129,reinaaaarroyo,Reina,2018-12-17 12:29:34.408739,0.1807672693005155,0
327483200,ErenBaykald,eren baykaldı,2018-12-17 12:29:34.408776,0.9736247158244454,1
1050412209367633921,Alex15137933,Alex,2018-12-17 12:29:34.408798,0.9794591788597505,1
2413127760,callinmrsmith,Craig,2018-12-17 12:29:34.408835,0.9040736566800007,0
1074745478791733252,martines_farin,angel martines fariñ,2018-12-17 12:29:34.408892,0.9470261822603973,0
1074067095757807616,anotherparadice,Anotherparadice@gmail.com,2018-12-17 12:29:34.409050,0.9555609444966139,1
1562860310,Milbridge,Nancy Cunliffe,2018-12-17 12:29:34.409064,0.9853116521210984,1
2334513890,rbyusmith,Ron Smith,2018-12-17 12:29:34.409079,0.7719542327261165,0
926460519996784640,JayendraGam,Jayendra shankar gambhe,2018-12-17 12:29:34.409115,0.8701191997119831,0
961647321586061313,ekinoks08,ekinoks,2018-12-17 12:29:34.409138,0.6884177623265628,0
248608203,cwhat82,Clare Whatley 💗,2018-12-17 12:29:34.409175,0.23688377651035014,0
1074643796841893888,mohamad39317674,mohamad.mostafa,2018-12-17 12:29:34.409296,0.9530817363696625,1
68327034,marypichardo,Marycarmen  Pichardo,2018-12-17 12:29:34.409424,0.6109757209767682,0
1069280233,kalonjipapy5,Kalonji Papy,2018-12-17 12:29:34.409612,0.8794616900661685,0
1050123707174260736,nevr0tik,nevrotik,2018-12-17 12:29:34.409672,0.28621206238390096,0
89291907,sinoblogger,Stefan Tauchhammer,2018-12-17 12:29:34.409781,0.5061919589474342,0
329183068,80_tiago,Tiago_Afk,2018-12-17 12:29:34.409874,0.16847316644464133,0
388151105,cbaro88,Craig Barrowman,2018-12-17 12:29:34.409927,0.6506901031179089,0
