id,screen_name,name,date_created,botornot_rt,bot
396177398,Superste2011,Stefano tedeschi,2019-01-27 14:33:39.218033,0.6698271269837389,
4558982667,EfrainRodrguez7,Efrain Rodríguez,2019-01-27 14:33:39.218067,0.966190224001528,
1089635201850974208,AdrianC37736213,Adrian Carvajal,2019-01-27 14:33:39.218150,0.8964140695210783,
3040113034,ProudOfMyBabes,Bob and Elaine,2019-01-27 14:33:39.218200,0.28621206238390096,
566521108,morgan_abston,morgo,2019-01-27 14:33:39.218234,0.06263387811083082,
746171976067211264,beson_quadros,Tem problema questionar?,2019-01-27 14:33:39.218292,0.8005982245473489,
1068674402856902657,benshapiroclone,Will,2019-01-27 14:33:39.218403,0.23688377651035014,
404717339,inforzer,Willi,2019-01-27 14:33:39.218497,0.6698271269837389,
1089476623915724800,Rachael16238183,Rachael,2019-01-27 14:33:39.218541,0.9776703489269076,
1028108016908992513,omeninodebh1,omeninodebh,2019-01-27 14:33:39.218555,0.9688694437075864,
1089635525525471234,TeSavageQeen1,Tнe Savage Qυeen,2019-01-27 14:33:39.218588,0.9112229533096339,
1089367884785168385,Elemaga1,Elemaga,2019-01-27 14:33:39.218634,0.8344614149831253,
3119636856,yamisama06,Unknown,2019-01-27 14:33:39.218654,0.9530817363696625,
1089632716000317441,66elho,66elho,2019-01-27 14:33:39.218727,0.8344614149831255,
1089635413239783424,MindOfDayzum,Dayzum,2019-01-27 14:33:39.218836,0.9713426487044083,
484829799,LukasJPaulson,Lukas Paulson,2019-01-27 14:33:39.218891,0.1807672693005155,
290515346,tere_matos,Teresita Matos,2019-01-27 14:33:39.219020,0.22180647190550215,
1089634873411858433,Lacey96996281,Lacey Ritter,2019-01-27 14:33:39.219075,0.8138717339737572,
1537692842,danielnshiomi,Daniel,2019-01-27 14:33:39.219188,0.9776703489269076,
2935358161,msmalkahtani,Dr. Mohammed Alkahtani,2019-01-27 14:33:39.911788,0.07945465272791494,
1089635178010558464,izzy28077983,izzy,2019-01-27 14:33:39.911839,0.9298669453061029,
20082676,theangell89,Luke,2019-01-27 14:33:39.911865,0.09286695366967546,
431048895,naluvime,Nadina Villalobos,2019-01-27 14:33:39.911920,0.9811074746959428,
1089631880301801472,OrenaVincent1,@23_gone_wild,2019-01-27 14:33:39.911937,0.9298669453061029,
1078015332231581697,Anaaim2,Anaaim,2019-01-27 14:33:39.911965,0.8701191997119831,
1071133687448772609,jerryinsweden,Jerryinsweden,2019-01-27 14:33:39.911992,0.5175622841363837,
848904728276684801,U76PR6IcnLqvanO,ユキオ,2019-01-27 14:33:39.912146,0.8701191997119831,
1089635064034574336,b6NmcQS1zAWXeH9,ИКРОМ,2019-01-27 14:33:39.912162,0.826453203646374,
1089459125866676224,Talie88542163,Talie,2019-01-27 14:33:39.912250,0.8138717339737572,
773646903166824449,crushgirl923,Catherine Capparelli,2019-01-27 14:33:39.912330,0.25265321740844954,
930575463029776384,Mahbubur_007,MAHBUBUR RAHMAN,2019-01-27 14:33:39.912423,0.9757295961173048,
927347321783828480,WGqUCkOjm2LU2zC,ちっち,2019-01-27 14:33:39.912481,0.10030935716061677,
23502896,Karimnasser,Karim Nasser,2019-01-27 14:33:39.912834,0.46359219069702307,
1081646372007350272,xxkakix,ємιℓу♡,2019-01-27 14:33:39.912927,0.380551857066998,
109640422,JulieGGraham,Julie G Graham,2019-01-27 14:33:39.912978,0.04918384795249982,
1068864918298988546,ucademie,Ucademie,2019-01-27 14:33:39.913043,0.9491151251673986,
1054328622612283393,Daob15,Daob123,2019-01-27 14:33:39.913079,0.7866262980972412,
2274672385,llindav,Linda Vann,2019-01-27 14:33:39.913113,0.9442739680420996,
1089634138443915264,11jO6gL4rTV3L0q,انس ايهاب محمد السيد,2019-01-27 14:33:39.913173,0.8344132986249644,
905923458894364673,Capt_mide,Kenneth Gideon,2019-01-27 14:33:39.913256,0.20742796687543463,
1089617473748512768,Chinedu45283240,Chinedu  Okorie,2019-01-27 14:33:39.913346,0.8601677371481485,
1089634185222983680,yinkkytobi,Yinkky Tobi,2019-01-27 14:33:39.913383,0.5905129273413294,
838919734158483456,tobe_fearless,Fearless,2019-01-27 14:33:39.913473,0.5274968237537414,
1089632444695961602,WBsoccerteam1,WB soccer team,2019-01-27 14:33:39.913500,0.9352316115657808,
1089633756489629701,carlosc96858184,carlos contreras,2019-01-27 14:33:39.913535,0.9178878139616656,
2801771787,Grinch_Yura,Yura Barskov,2019-01-27 14:33:39.913556,0.6884177623265628,
722506984860160001,museinmusic,James Parke,2019-01-27 14:33:39.913644,0.9352316115657808,
2698234660,KindoSalif,Kindo Salif,2019-01-27 14:33:39.913767,0.8794616900661685,
1089634818676178948,soutpayan97,مجتبی حسن زاده,2019-01-27 14:33:39.914019,0.4795383117939139,
1087477070949740544,YalpaYakup,Yakup  Yalpa,2019-01-27 14:33:39.914051,0.8794616900661685,
1942571778,mrtim47,Tim Meredith,2019-01-27 14:33:39.914084,0.5697317833219949,
1089631266985689089,ONGVzlabrasil,Juventud En Boa Vista,2019-01-27 14:33:39.914109,0.8138717339737572,
3303677662,leslieh707,Scheherezade,2019-01-27 14:33:39.914292,0.5697317833219949,
317439894,Deniza26_3,Dennis Ramirez,2019-01-27 14:33:39.914393,0.22180647190550215,
1087295847665160192,Karolin07396881,Karolina K.,2019-01-27 14:33:39.914471,0.960149429127191,
131846813,vivi262626,viviana marcela gome,2019-01-27 14:33:39.914526,0.8701191997119831,
3007238006,cyutarou522,チュー太郎,2019-01-27 14:33:39.914593,0.09286695366967546,
2423863278,allams04,F-A-R-M-E-R 🌾,2019-01-27 14:33:39.914620,0.1807672693005155,
1089634664455774209,Willardcarpen14,Willard carpenter,2019-01-27 14:33:39.914826,0.9402123048447205,
25639144,michaelbell75,Michael Bell,2019-01-27 14:33:39.914861,0.42151725890598224,
1089634807708033024,Chooch1988AD,Chooch,2019-01-27 14:33:39.914996,0.9040736566800007,
1058438633127100416,BentaharAmine5,زيط بيط كابايا,2019-01-27 14:33:39.915057,0.7565854729457974,
1088073321319723010,AlnmrMohmoud,mohmoud alnmr,2019-01-27 14:33:39.915111,0.960149429127191,
264777107,MOATSEMALAMEN,مستكاوي,2019-01-27 14:33:39.915137,0.8383531326036774,
225036781,alejomaher,Alejandro Maher,2019-01-27 14:33:39.915451,0.04918384795249982,
1067051139647062016,Bernd57283971,Bernd,2019-01-27 14:33:39.915470,0.9112229533096339,
1089634555152269314,ashbethh,Ashlyn B,2019-01-27 14:33:39.915486,0.9448325758058531,
755021220224139264,RedUnderlord,Julio Márquez,2019-01-27 14:33:39.915537,0.6506901031179089,
2912021601,FrenchGuy98,Alex Turgeon,2019-01-27 14:33:39.915571,0.32230602190830704,
1087826895641694208,onurbound,Onurbound,2019-01-27 14:33:39.915665,0.960149429127191,
1089276754840117248,Margare65412523,Margaretta,2019-01-27 14:33:39.915740,0.8601677371481485,
1083101204,cleiton_serra,Cleiton Serra,2019-01-27 14:33:39.915793,0.9530817363696625,
319985909,OliviaDowning,Olivia Downing,2019-01-27 14:33:39.915819,0.7238002465135849,
1089634155741175808,peter12812,peter128,2019-01-27 14:33:39.915873,0.5061919589474342,
908180196657954816,serbarrea,Sergio,2019-01-27 14:33:39.915909,0.6109757209767682,
2445985188,ad_H_awi,la belle personne,2019-01-27 14:33:39.915950,0.14589765727494236,
1089632160997240833,ImYuanYi,苑意,2019-01-27 14:33:39.915968,0.7866262980972412,
1089630824499007488,DumbJokesNL,Dumb JokesNL,2019-01-27 14:33:39.915984,0.9567532288569174,
1839815707,TimmyRobbinsJr,Timothy Robbins Jr,2019-01-27 14:33:39.915998,0.5487020083865324,
1087389429231243264,EdsonBr86920379,Edson Bruno,2019-01-27 14:33:39.916012,0.5274968237537414,
363057419,joseluissato,jose sato,2019-01-27 14:33:39.916026,0.22180647190550215,
282879067,NotSoLucky38,Hunter,2019-01-27 14:33:39.916045,0.025471598156045747,
1089634004754608128,FreeHelicopter2,FreeHelicopterRides,2019-01-27 14:33:39.916284,0.8383531326036774,
1089633962186690565,KelvinOkonkwo,Kelvin Kelvin Okonkwo,2019-01-27 14:33:39.916359,0.8701191997119831,
1089318722337034241,Natalia43208808,Natalia,2019-01-27 14:33:39.916527,0.9875875115922786,
887356387138965505,lilduff77,Serena,2019-01-27 14:33:39.916573,0.32230602190830704,
574055232,joseancorral,joseantonio corral,2019-01-27 14:33:39.916605,0.7064204238004218,
1086245105906999297,dcmortgagegroup,John P. Downs - Mortgage Advisor,2019-01-27 14:33:39.916630,0.9757295961173048,
430719809,pokk16,たかはしいちろ,2019-01-27 14:33:39.916654,0.380551857066998,
1079188551126913025,AcaciaNikole,Acacia Nikole Bowman,2019-01-27 14:33:39.916684,0.9864967914296349,
1089634409186279427,EmanuelManole2,Emanuel Manole,2019-01-27 14:33:39.916762,0.8794616900661685,
22517637,Hotdog2122,Hilda Tompkins,2019-01-27 14:33:39.916792,0.9040736566800007,
58083034,chanygallegos,Chany Gallegos,2019-01-27 14:33:39.916820,0.8882184952163719,
37588377,masonbrooks,Mason L. Brooks,2019-01-27 14:33:39.916840,0.6884177623265628,
1088829568268595201,Antonio33578554,Antonio Alcantara,2019-01-27 14:33:39.916911,0.3412193545017134,
1089579890771406848,chris_gurk,Chris Gurk,2019-01-27 14:33:39.916927,0.7238002465135849,
788789084030312448,davidcramirez03,David C Ramirez,2019-01-27 14:33:39.917043,0.9713426487044083,
835912197784092672,su_haip,صـ℘ـيب,2019-01-27 14:33:39.917081,0.16847316644464133,
1370972059,steveappelhanz,Steve Appelhanz,2019-01-27 14:33:39.917099,0.9530817363696625,
1088225303355445249,John56875,John,2019-01-27 14:33:39.917135,0.9853116521210984,
1089633068279750656,savanna75509191,savannah,2019-01-27 14:33:39.917247,0.9677790252676812,
773113679151767557,BlueIVIoon,Jonathan,2019-01-27 14:33:39.917497,0.5697317833219949,
1089592815745671169,Nayelly74064468,Nayelly,2019-01-27 14:33:39.917600,0.4955262358008298,
862783062949732352,MizellDorrie,Dorrie Mizell,2019-01-27 14:33:39.917621,0.9776703489269076,
907350426,rkinsella_,Rebecca Kinsella,2019-01-27 14:33:39.917636,0.7238002465135849,
2883066525,reyblank1,rey1,2019-01-27 14:33:39.917675,0.10827700665723966,
1089634337098612736,KrypticNxt,NXT-KRYPTIC YT,2019-01-27 14:33:39.917698,0.8383531326036774,
1089633454726221824,MorrisD21607250,Morris David,2019-01-27 14:33:39.917737,0.8383531326036774,
1089223377364140032,CarlosE10597931,Carlos Eduardo Pereira Silva,2019-01-27 14:33:39.917816,0.36065190656573104,
1089223377364140032,CarlosE10597931,Carlos Eduardo Pereira Silva,2019-01-27 14:33:41.358393,0.36065190656573104,
1077245762373935104,KMaxmine,Kolle Maxmine,2019-01-27 14:33:41.358453,0.960149429127191,
985468182445150208,Anna08042209,Anna,2019-01-27 14:33:41.358469,0.8005982245473489,
1122249540,Ulises_R07,Ulises Rivas,2019-01-27 14:33:41.358483,0.19374947883382485,
174197445,Hardiebabes,Pummy,2019-01-27 14:33:41.358496,0.3039573320934062,
721116138,joyongquiet,be quiet,2019-01-27 14:33:41.358523,0.5905129273413294,
1088570534739263493,LionSenegal,Lion Studio Sénégal,2019-01-27 14:33:41.358579,0.9713426487044083,
1033385437908348929,SimakovaKsenia,Ksenia Simakova,2019-01-27 14:33:41.358597,0.8495856011768973,
835257475922178048,haileyramirez30,Hailey Ramirez,2019-01-27 14:33:41.358668,0.04918384795249982,
1089633211016200192,HadeerM70129102,Hadeer Mohammed,2019-01-27 14:33:41.358682,0.9875875115922786,
1087849189034418177,JUANROD93082886,JUAN RODRIGUEZ,2019-01-27 14:33:41.358711,0.9864967914296349,
1089633237851389953,GavrailF,Gavrail Filip,2019-01-27 14:33:41.358740,0.8383531326036774,
2959988312,twitchdraxss,thomas,2019-01-27 14:33:41.358769,0.038503444945083086,
3252145871,NeverM1n4,Never Mind,2019-01-27 14:33:41.358790,0.1167953743919475,
1089632895919161344,MoeSheaito,moe sheaito,2019-01-27 14:33:41.358895,0.8601677371481485,
1087452280268439554,Hoyebodehoyewo1,Hoyebodehoyewolex,2019-01-27 14:33:41.358939,0.8794616900661685,
839450158333104128,Pastel_PE,P_E,2019-01-27 14:33:41.358979,0.8964140695210783,
216554851,clauaccinelli,Claudia Accinelli,2019-01-27 14:33:41.359029,0.7866262980972412,
140616642,bolinski1956,M.Brown,2019-01-27 14:33:41.359058,0.9352316115657808,
1088600402013106176,BradonNormand,PIMP_BILLY69,2019-01-27 14:33:41.359116,0.9853116521210984,
552844269,Abubakr_18,Abubakr Yousif,2019-01-27 14:33:41.359189,0.8794616900661685,
1089631445809876992,ReichfhrerSS2,Reichführer-SS,2019-01-27 14:33:41.359374,0.9567532288569174,
1449769830,MarcusCastello,Marcus Castello,2019-01-27 14:33:41.359689,0.5061919589474342,
1060624020339613698,JenniferPazos12,Jennifer Pazos,2019-01-27 14:33:41.359782,0.36065190656573104,
3158499353,Richard_JLS,Richard_JLS,2019-01-27 14:33:41.359799,0.5697317833219949,
1327117628,DartHoboslayer,Dart martino,2019-01-27 14:33:41.359835,0.6109757209767682,
2850750581,WebmasterXI,Ron Bowen,2019-01-27 14:33:41.359860,0.9776703489269076,
736352179750068224,ohms_adam,Adam Ohms,2019-01-27 14:33:41.359893,0.01983296694956421,
269038950,irmakbarut,Irmak Barutçuoğlu,2019-01-27 14:33:41.359913,0.4848645828256039,
82528810,ptscoober,Princilee Collins,2019-01-27 14:33:41.360017,0.9713426487044083,
1089632584039129091,rabbit_vm,Vance Murphy,2019-01-27 14:33:41.360038,0.8882184952163719,
1086853835161812992,KinnearKatylin,Katylin Kinnear,2019-01-27 14:33:41.360053,0.9112229533096339,
1048870626000326657,AlexandraBarona,Alexandra Barona,2019-01-27 14:33:41.360098,0.9567532288569174,
20035665,marcwallace,Marc Wallace,2019-01-27 14:33:41.360122,0.05333128056896264,
1089632503047114757,WAGNER69819195,WAGNER,2019-01-27 14:33:41.360198,0.7866262980972412,
905210389331406848,EspRaul00,Raúl Espino,2019-01-27 14:33:41.360216,0.8495856011768973,
1088910698384637958,ezekiel29932611,ezekiel,2019-01-27 14:33:41.360254,0.9853116521210984,
2886501618,dassubhendu14,subhendu das,2019-01-27 14:33:41.360313,0.9776703489269076,
181830704,bluedinamite,Gatillero,2019-01-27 14:33:41.360372,0.9040736566800007,
201423275,r_1306,Roberta Paraense,2019-01-27 14:33:41.360486,0.9402123048447205,
1089631858692972546,TheTrentW,Trent West,2019-01-27 14:33:41.360526,0.9178878139616656,
1089631897225973760,JenniferAddy3,Jennifer Addy,2019-01-27 14:33:41.360619,0.9448325758058531,
326628731,MEUFerreira,Marion Ferreira,2019-01-27 14:33:41.360754,0.5697317833219949,
1089633353085665280,khaled_salah_11,Khaled Salah,2019-01-27 14:33:41.360794,0.8138717339737572,
261562989,jessioc11,jross,2019-01-27 14:33:41.360951,0.32230602190830704,
403622899,HosnyHawash1,Dr.Hosny Hawash,2019-01-27 14:33:41.360974,0.3039573320934062,
4319536578,JDOTPORTER,Jennifer Porter,2019-01-27 14:33:41.360989,0.9040736566800007,
3029219393,joaobarroslima,JOAO,2019-01-27 14:33:41.361115,0.14589765727494236,
323821960,Emanuel2397,God With Us!!!,2019-01-27 14:33:41.361171,0.42151725890598224,
920040419374911490,AdeyemiOlanise2,Adeyemi Olanisebe,2019-01-27 14:33:41.361209,0.7866262980972412,
2714872589,MdUae2014,uae...2017,2019-01-27 14:33:41.361245,0.8601677371481485,
967873754897571840,awaokpan,Awadoski,2019-01-27 14:33:41.361263,0.6698271269837389,
753411863879163905,hellosenor_,Abel Fetter,2019-01-27 14:33:41.361305,0.10827700665723966,
1088578191516549120,davi_sweet,sweet_little_davi,2019-01-27 14:33:41.361344,0.9298669453061029,
1089618511914323970,Metinya13462281,Metin yalçın,2019-01-27 14:33:41.361363,0.9040736566800007,
961992672411086848,MaluachF,Maluach Firstborn9,2019-01-27 14:33:41.361400,0.9240939964164224,
373260544,MarilynnAnnMoon,Marilynn Ann Moon,2019-01-27 14:33:41.361432,0.42151725890598224,
137893509,saraicsanchez,Sarai Sanchez,2019-01-27 14:33:41.361458,0.40086139116347386,
1089565475066048513,SentinusP,Sentinus-Prime,2019-01-27 14:33:41.361551,0.5905129273413294,
442789427,solly_cox,Solly,2019-01-27 14:33:41.361578,0.018240414977142547,
1080988388403175424,pzaTEGpPaKuhDeM,رجل من اقصئ المدينه,2019-01-27 14:33:41.361643,0.966190224001528,
569976868,Karen_Lavinia,Karen Haigh,2019-01-27 14:33:41.361662,0.28621206238390096,
248719525,alzean1,adam alzean,2019-01-27 14:33:41.361755,0.7719542327261165,
1089632369005469696,DorisfloydW,Dorisfloyd Walker,2019-01-27 14:33:41.361848,0.7238002465135849,
1087398263966314498,kealanmca,Kealan,2019-01-27 14:33:41.361868,0.9776703489269076,
1089626988690767873,THEFORTNITECEN1,THEFORTNITECENTRAL,2019-01-27 14:33:41.361905,0.826453203646374,
819455109667110912,bingkumar7,JJ Cotcher,2019-01-27 14:33:41.362177,0.9632891569033074,
1083372750163623936,DominickLirosi,dominick lirosi,2019-01-27 14:33:41.362240,0.826453203646374,
264172144,wnkum,King Willie,2019-01-27 14:33:41.362383,0.1167953743919475,
835828906804588544,Nozecche,Giovanni Torraco,2019-01-27 14:33:41.362443,0.20742796687543463,
1049687588028731393,TheDrea70506029,The_Dreamer_Chile,2019-01-27 14:33:41.362497,0.20742796687543463,
1007975086484348928,Camilla80908096,🌸Camilla🌸,2019-01-27 14:33:41.362535,0.826453203646374,
130631691,normiszambrano,norma zambrano,2019-01-27 14:33:41.362553,0.4848645828256039,
1089630688398266368,Anwang520,Anwang,2019-01-27 14:33:41.362590,0.8878110554957727,
3142428742,ks_karol81,karolliny souza,2019-01-27 14:33:41.362668,0.8138717339737572,
1089620495476101120,Makmarie_8,Makayla,2019-01-27 14:33:41.362683,0.9448325758058531,
833074214580133888,BayramAykut30,Bayram Aykut,2019-01-27 14:33:41.362765,0.966190224001528,
4898294832,detroitstrap74,tom lewin,2019-01-27 14:33:41.362827,0.42151725890598224,
1089631922676948992,lilabstrxct,lilabstrxct,2019-01-27 14:33:41.362842,0.9448325758058531,
1089632742235623430,DcGreak,DC Greak,2019-01-27 14:33:41.362862,0.9352316115657808,
711469246220525568,mksavoy,MKS,2019-01-27 14:33:41.362902,0.9448325758058531,
1089628331543314432,KymaskiKing,Kymaski King,2019-01-27 14:33:41.362941,0.9530817363696625,
1089631782033608704,GamingytOutlaw,Outlaw GamingYT,2019-01-27 14:33:41.362984,0.9530817363696625,
351210721,ChristyKincaid1,Christy Kincaid,2019-01-27 14:33:41.363004,0.7719542327261165,
1089631576839852037,EchoWailing,Echo Wailing,2019-01-27 14:33:41.363041,0.9530817363696625,
4920390436,AnwarZezi,Zezi Anwar,2019-01-27 14:33:41.363082,0.8964140695210783,
1089593744964374528,MartinSchwarzh1,Martin Schwarzhuber,2019-01-27 14:33:41.363133,0.7405291005715704,
734133023596122112,noeljadenn,Noel,2019-01-27 14:33:41.363163,0.16847316644464133,
2246582403,Lwaz_Zulu,Lwazi,2019-01-27 14:33:41.363179,0.9470261822603973,
1088194866746703873,RabezandryRais2,Rabezandry Raissa,2019-01-27 14:33:41.363221,0.9853116521210984,
1089632100788199425,CrystalRjean101,Crystal,2019-01-27 14:33:41.363298,0.8964140695210783,
1041843684239712258,Goldcost11,Gold,2019-01-27 14:33:41.363339,0.8383531326036774,
40345802,gondarez,marcelo gondarez,2019-01-27 14:33:41.363492,0.3039573320934062,
1089631540626276358,Elizabe16663135,Elizabeth Maine,2019-01-27 14:33:41.363550,0.8383531326036774,
1085398385702723586,YUNUSUYGAR2,ynsuygar,2019-01-27 14:33:41.363578,0.8495856011768973,
914980478574264321,PuchiGarcia1960,Alberto Garcia,2019-01-27 14:33:41.363720,0.9298669453061029,
