id,screen_name,name,date_created,botornot_rt,bot
1083090506534522880,SahirShalif,Sulesh Sahir Shalif,2019-01-27 14:33:39.213482
1089637085126901760,PatrickJMullen4,Patrick J Mullen,2019-01-27 14:33:39.213548
1089636688115187712,keemamber,Keem,2019-01-27 14:33:39.213574
22243285,CassieLKearney,Cassie Kearney,2019-01-27 14:33:39.213647
1088050335929847808,esha68925340,esha,2019-01-27 14:33:39.213680
1089338016794136576,FurKota,KotaFur,2019-01-27 14:33:39.213706
1089636647614861313,Benthebowtiegu1,Benthebowtieguy,2019-01-27 14:33:39.213730
1089636385596887041,andersdrevald,andersdrevald,2019-01-27 14:33:39.213754
1089637099920228352,Allenfel1,Allenfel,2019-01-27 14:33:39.213801
1083599891505520641,IbraMahal,MAHAL Bin Ibra,2019-01-27 14:33:39.213827
2739083506,paul36elliott,Paul,2019-01-27 14:33:39.213852
1089632488761278464,Abraham29041381,Abraham Isaac,2019-01-27 14:33:39.213880
1089636212405501952,Prashan05335559,Prashant Hiremath,2019-01-27 14:33:39.213908
1089637125132292097,BIsabelle03,belanger.isabelle03@gmail.com,2019-01-27 14:33:39.213961
1085296269768179712,UbaMusaMaude6,Uba Musa Maude,2019-01-27 14:33:39.213998
1089636806839226375,LingLin13988965,Ling Ling,2019-01-27 14:33:39.214025
1089636648793657347,KockBrenda,Brenda Kock,2019-01-27 14:33:39.214048
1089635628252385281,ThembelihleDu12,Thembelihle Dube,2019-01-27 14:33:39.214063
1013775465146994688,luvvmylukeh,5sσsмүвαвεs🌹,2019-01-27 14:33:39.214083
1089636072328441858,Steven64482136,Steven,2019-01-27 14:33:39.214126
1084632573052141568,Kathlee75069844,Kathleen Christy,2019-01-27 14:33:39.214145
540114295,JOOBATI72747627,JbServilio,2019-01-27 14:33:39.214181
889583334812254216,Laura95734355,Laura,2019-01-27 14:33:39.214208
1089542256368017408,502Pablo1,502.Pablo_,2019-01-27 14:33:39.214242
124875158,recepix,recx,2019-01-27 14:33:39.214261
2931339304,yurimahy,yurima martinez,2019-01-27 14:33:39.214298
1089636602698186752,AllanSa10461802,Allan Santos,2019-01-27 14:33:39.214337
177298560,aramos3170,anaramosJ#9468,2019-01-27 14:33:39.214354
1026175234741858304,arkshanthegreat,arkshan,2019-01-27 14:33:39.214383
1122966619,veronicanorma10,veronica,2019-01-27 14:33:39.214410
1089637246062510080,Gfvfc10,Gfvfc,2019-01-27 14:33:39.214446
303784476,omarelbediwy,omarelbediwy,2019-01-27 14:33:39.214463
1051822806114193408,ANicebert,Alex Nicebert,2019-01-27 14:33:39.214496
1089636186765836288,JosephM18345992,Joseph Mary,2019-01-27 14:33:39.214521
1089636678996819970,AaronSp66984136,Aaron Sparks,2019-01-27 14:33:39.214555
1089636036253233153,GloriaDianeHer1,Gloria Diane Hernandez,2019-01-27 14:33:39.214575
832623106590023682,metinekim3,metin ekim,2019-01-27 14:33:39.214614
324969042,maki19771229,maki sakakibara,2019-01-27 14:33:39.214648
2526379848,PabloNeiraCalle,Pablo Neira,2019-01-27 14:33:39.214665
3980847256,RukhsarSial,RuKhSaR HaSsAn SiAl,2019-01-27 14:33:39.214702
1089632893536690176,whocoffie,whocoffie,2019-01-27 14:33:39.214740
2168720694,vasireddypramod,pramod,2019-01-27 14:33:39.214758
4902912896,getoutgabby,gabby,2019-01-27 14:33:39.214794
1089636640883175424,Roro62063901,Roro 🤩 🤩,2019-01-27 14:33:39.214818
287699890,AnnfridKulmbach,Annfrid Kulmbach,2019-01-27 14:33:39.214852
848687575,RichardBurns18,Richard Burns,2019-01-27 14:33:39.214872
1089635766790209541,HossamAlfatih,Hossam Alfatih,2019-01-27 14:33:39.214911
1089635844539977728,Mates45859115,Mates,2019-01-27 14:33:39.214944
1089634073553891328,KathieNull,Kathie Null,2019-01-27 14:33:39.214964
1089454073320038401,KateCha50511467,Kate Chase,2019-01-27 14:33:39.214999
1300212187,MattTheBassist,Matt Anderson,2019-01-27 14:33:39.215036
1089635991009312769,CaloianuT,Caloianu Tudor,2019-01-27 14:33:39.215053
1089635810553532416,LOluomba,Lincoln Oluomba,2019-01-27 14:33:39.215098
1089636868646305792,CornSioux,Sioux Corn,2019-01-27 14:33:39.215134
19348093,Attysmith,Kenneth W. Smith,2019-01-27 14:33:39.215153
1089463449669771264,CristianEichbo1,Cristian Eichborn,2019-01-27 14:33:39.215187
1089636055849070592,ezirim_chidi,Chidi Ezirim,2019-01-27 14:33:39.215225
952407384240021505,AlexandruBaciu8,Alexandru Baciu,2019-01-27 14:33:39.215243
927786652650672128,AlysiaMSP,Shadical🤗,2019-01-27 14:33:39.215285
2570089494,James14207Ruiz,Rodolfo Ruiz,2019-01-27 14:33:39.215325
